instance_id,dist_family,rho,heterogeneity,cost_scenario,seed,status,error,revenue_in_sample,revenue_out_sample,ratio_out_in,drop
cpbsd_instance_001_N5_K50_exponential_rho0.5_partial_zero,exponential,0.5,partial,zero,20281306,OK,,7.606467722962337,5.841212835003273,0.7679271177829193,0.23207288221708067
cpbsd_instance_001_N5_K50_logit_rho-0.5_full_hvhm,logit,-0.5,full,hvhm,20294306,OK,,1.5492822214765392,1.1320824073115328,0.7307141278834303,0.26928587211656974
cpbsd_instance_001_N5_K50_logit_rho-0.5_full_hvlm,logit,-0.5,full,hvlm,20295306,OK,,1.2185406126575848,1.0273542028676024,0.843102143823493,0.15689785617650698
cpbsd_instance_001_N5_K50_logit_rho-0.5_full_zero,logit,-0.5,full,zero,20293306,OK,,26.41907317349673,25.933961956671414,0.9816378412051194,0.018362158794880568
cpbsd_instance_001_N5_K50_logit_rho-0.5_none_hvhm,logit,-0.5,none,hvhm,20288306,OK,,0.8215916238295946,0.48271151986747135,0.5875321824940976,0.41246781750590245
cpbsd_instance_001_N5_K50_logit_rho-0.5_none_hvlm,logit,-0.5,none,hvlm,20289306,OK,,1.2441117728128783,1.0660911582645292,0.8569094687161002,0.1430905312838998
cpbsd_instance_001_N5_K50_logit_rho-0.5_none_zero,logit,-0.5,none,zero,20287306,OK,,4.241149116126761,3.902628280759361,0.9201818124997796,0.0798181875002204
cpbsd_instance_001_N5_K50_logit_rho-0.5_partial_hvhm,logit,-0.5,partial,hvhm,20291306,OK,,1.6993734661090603,1.4082846046310158,0.8287081284465793,0.17129187155342074
cpbsd_instance_001_N5_K50_logit_rho-0.5_partial_hvlm,logit,-0.5,partial,hvlm,20292306,OK,,1.9676090655095377,1.6381151580705724,0.8325409690295167,0.1674590309704833
cpbsd_instance_001_N5_K50_logit_rho-0.5_partial_zero,logit,-0.5,partial,zero,20290306,OK,,16.252497178461304,14.963955322166496,0.9207173001080441,0.07928269989195591
cpbsd_instance_001_N5_K50_logit_rho0.0_full_hvhm,logit,0.0,full,hvhm,20303306,OK,,1.3126834610668867,1.1371825306743226,0.8663036934662639,0.1336963065337361
cpbsd_instance_001_N5_K50_logit_rho0.0_full_hvlm,logit,0.0,full,hvlm,20304306,OK,,1.1659441843414835,0.9284528372129763,0.7963098488606978,0.20369015113930222
cpbsd_instance_001_N5_K50_logit_rho0.0_full_zero,logit,0.0,full,zero,20302306,OK,,26.446162952203327,25.148444305076303,0.9509297946370362,0.049070205362963804
cpbsd_instance_001_N5_K50_logit_rho0.0_none_hvhm,logit,0.0,none,hvhm,20297306,OK,,0.7386155513112491,0.5074832791757552,0.6870736451118995,0.3129263548881005
cpbsd_instance_001_N5_K50_logit_rho0.0_none_hvlm,logit,0.0,none,hvlm,20298306,OK,,1.0455661081468288,0.9200934604008347,0.8799954907027514,0.1200045092972486
cpbsd_instance_001_N5_K50_logit_rho0.0_none_zero,logit,0.0,none,zero,20296306,OK,,4.016373752387942,3.381268027271105,0.8418708605644,0.15812913943560003
cpbsd_instance_001_N5_K50_logit_rho0.0_partial_hvhm,logit,0.0,partial,hvhm,20300306,OK,,1.36230305021254,1.301774459215926,0.9555689235319772,0.0444310764680228
cpbsd_instance_001_N5_K50_logit_rho0.0_partial_hvlm,logit,0.0,partial,hvlm,20301306,OK,,1.837637606725038,1.5656651245998305,0.8519988483420812,0.14800115165791883
cpbsd_instance_001_N5_K50_logit_rho0.0_partial_zero,logit,0.0,partial,zero,20299306,OK,,15.568645827313327,13.809462075699063,0.8870047034837168,0.11299529651628315
cpbsd_instance_001_N5_K50_logit_rho0.5_full_hvhm,logit,0.5,full,hvhm,20312306,OK,,1.1306238711890548,0.9531700415735539,0.8430478657514313,0.1569521342485687
cpbsd_instance_001_N5_K50_logit_rho0.5_full_hvlm,logit,0.5,full,hvlm,20313306,OK,,1.02992818071598,0.8279428238791685,0.8038840371409235,0.1961159628590765
cpbsd_instance_001_N5_K50_logit_rho0.5_full_zero,logit,0.5,full,zero,20311306,OK,,25.781870446000198,24.84107156596242,0.9635092852549907,0.03649071474500931
cpbsd_instance_001_N5_K50_logit_rho0.5_none_hvhm,logit,0.5,none,hvhm,20306306,OK,,0.5778990688303106,0.4729639475932927,0.8184196395238869,0.18158036047611315
cpbsd_instance_001_N5_K50_logit_rho0.5_none_hvlm,logit,0.5,none,hvlm,20307306,OK,,0.9837421758359457,0.8455013141746079,0.8594744994603224,0.1405255005396776
cpbsd_instance_001_N5_K50_logit_rho0.5_none_zero,logit,0.5,none,zero,20305306,OK,,3.516786747717579,3.278447618768175,0.9322281542649442,0.06777184573505579
cpbsd_instance_001_N5_K50_logit_rho0.5_partial_hvhm,logit,0.5,partial,hvhm,20309306,OK,,1.4176489850859908,1.0563568278727387,0.7451469573821639,0.25485304261783615
cpbsd_instance_001_N5_K50_logit_rho0.5_partial_hvlm,logit,0.5,partial,hvlm,20310306,OK,,1.6555038276139606,1.3383626374725983,0.8084322217494051,0.1915677782505949
cpbsd_instance_001_N5_K50_logit_rho0.5_partial_zero,logit,0.5,partial,zero,20308306,OK,,15.20295190609621,14.48052889847752,0.9524813988703729,0.047518601129627136
cpbsd_instance_001_N5_K50_lognormal_rho-0.5_full_hvhm,lognormal,-0.5,full,hvhm,20321306,OK,,3.377212425738462,2.2103714857649024,0.6544958406877773,0.34550415931222267
cpbsd_instance_001_N5_K50_lognormal_rho-0.5_full_hvlm,lognormal,-0.5,full,hvlm,20322306,OK,,3.250067280588234,2.366714270545303,0.7282047004629849,0.2717952995370151
cpbsd_instance_001_N5_K50_lognormal_rho-0.5_full_zero,lognormal,-0.5,full,zero,20320306,OK,,19.846466066444002,17.13803458651676,0.8635307932979261,0.13646920670207385
cpbsd_instance_001_N5_K50_lognormal_rho-0.5_none_hvhm,lognormal,-0.5,none,hvhm,20315306,OK,,0.8019175645742554,0.609961023946126,0.7606280880877815,0.23937191191221852
cpbsd_instance_001_N5_K50_lognormal_rho-0.5_none_hvlm,lognormal,-0.5,none,hvlm,20316306,OK,,1.1967215281989616,0.8652116070842459,0.7229849106052011,0.2770150893947989
cpbsd_instance_001_N5_K50_lognormal_rho-0.5_none_zero,lognormal,-0.5,none,zero,20314306,OK,,3.849313042399457,3.2588979471022084,0.8466180617699995,0.15338193823000046
cpbsd_instance_001_N5_K50_lognormal_rho-0.5_partial_hvhm,lognormal,-0.5,partial,hvhm,20318306,OK,,2.3411350250540295,1.6843443107312808,0.7194562862483376,0.2805437137516624
cpbsd_instance_001_N5_K50_lognormal_rho-0.5_partial_hvlm,lognormal,-0.5,partial,hvlm,20319306,OK,,2.4369052383206875,1.9776349352284643,0.8115354278573778,0.18846457214262224
cpbsd_instance_001_N5_K50_lognormal_rho-0.5_partial_zero,lognormal,-0.5,partial,zero,20317306,OK,,11.741566447373105,11.101833991598122,0.9455155784671212,0.0544844215328788
cpbsd_instance_001_N5_K50_lognormal_rho0.0_full_hvhm,lognormal,0.0,full,hvhm,20330306,OK,,4.27058565715908,2.0943256502718484,0.4904071287648767,0.5095928712351233
cpbsd_instance_001_N5_K50_lognormal_rho0.0_full_hvlm,lognormal,0.0,full,hvlm,20331306,OK,,3.871163532820466,2.1044126414992848,0.5436124368442902,0.45638756315570983
cpbsd_instance_001_N5_K50_lognormal_rho0.0_full_zero,lognormal,0.0,full,zero,20329306,OK,,17.161266724618514,16.429033923468452,0.9573322405099826,0.04266775949001744
cpbsd_instance_001_N5_K50_lognormal_rho0.0_none_hvhm,lognormal,0.0,none,hvhm,20324306,OK,,0.9422465034861018,0.5732742281019405,0.6084121575203025,0.39158784247969747
cpbsd_instance_001_N5_K50_lognormal_rho0.0_none_hvlm,lognormal,0.0,none,hvlm,20325306,OK,,1.1351815998239418,0.8748472960662595,0.7706672625789053,0.22933273742109472
cpbsd_instance_001_N5_K50_lognormal_rho0.0_none_zero,lognormal,0.0,none,zero,20323306,OK,,3.4708225938196393,3.110448430362765,0.8961703879366871,0.10382961206331287
cpbsd_instance_001_N5_K50_lognormal_rho0.0_partial_hvhm,lognormal,0.0,partial,hvhm,20327306,OK,,2.625397456176024,1.6377431980901684,0.623807718803687,0.376192281196313
cpbsd_instance_001_N5_K50_lognormal_rho0.0_partial_hvlm,lognormal,0.0,partial,hvlm,20328306,OK,,2.7507964824939104,1.4762068619604192,0.5366470661697479,0.4633529338302521
cpbsd_instance_001_N5_K50_lognormal_rho0.0_partial_zero,lognormal,0.0,partial,zero,20326306,OK,,11.573497764289492,9.82865732735954,0.8492382793459615,0.15076172065403848
cpbsd_instance_001_N5_K50_lognormal_rho0.5_full_hvhm,lognormal,0.5,full,hvhm,20339306,OK,,3.304642204209062,2.105360430979497,0.6370917941730389,0.36290820582696115
cpbsd_instance_001_N5_K50_lognormal_rho0.5_full_hvlm,lognormal,0.5,full,hvlm,20340306,OK,,3.5230578241867727,2.113087578879097,0.5997879354611106,0.40021206453888936
cpbsd_instance_001_N5_K50_lognormal_rho0.5_full_zero,lognormal,0.5,full,zero,20338306,OK,,18.461882220959076,13.9948824355557,0.7580420169546873,0.24195798304531269
cpbsd_instance_001_N5_K50_lognormal_rho0.5_none_hvhm,lognormal,0.5,none,hvhm,20333306,OK,,0.8218978090593445,0.5490679583590403,0.668048937844772,0.33195106215522796
cpbsd_instance_001_N5_K50_lognormal_rho0.5_none_hvlm,lognormal,0.5,none,hvlm,20334306,OK,,1.0384633448450513,0.7817062201794944,0.752752828551818,0.24724717144818198
cpbsd_instance_001_N5_K50_lognormal_rho0.5_none_zero,lognormal,0.5,none,zero,20332306,OK,,3.247011780149644,2.82467308588312,0.8699300394139439,0.13006996058605613
cpbsd_instance_001_N5_K50_lognormal_rho0.5_partial_hvhm,lognormal,0.5,partial,hvhm,20336306,OK,,2.451753709773069,1.507279802563036,0.6147761892048071,0.38522381079519286
cpbsd_instance_001_N5_K50_lognormal_rho0.5_partial_hvlm,lognormal,0.5,partial,hvlm,20337306,OK,,2.2980738553246898,1.883384444860097,0.8195491369854159,0.18045086301458413
cpbsd_instance_001_N5_K50_lognormal_rho0.5_partial_zero,lognormal,0.5,partial,zero,20335306,OK,,10.502125818844103,8.0736853200411,0.76876676772948,0.23123323227051995
cpbsd_instance_001_N5_K50_normal_rho-0.5_full_hvhm,normal,-0.5,full,hvhm,20348306,OK,,1.7089867895712256,1.3973850101157481,0.8176687020888813,0.18233129791111868
cpbsd_instance_001_N5_K50_normal_rho-0.5_full_hvlm,normal,-0.5,full,hvlm,20349306,OK,,1.3100254902917918,0.9112119442003149,0.6955681022644482,0.3044318977355518
cpbsd_instance_001_N5_K50_normal_rho-0.5_full_zero,normal,-0.5,full,zero,20347306,OK,,26.35833324920398,24.0186778399881,0.9112365950041041,0.08876340499589586
cpbsd_instance_001_N5_K50_normal_rho-0.5_none_hvhm,normal,-0.5,none,hvhm,20342306,OK,,1.0643919988640294,0.8325770296731122,0.7822090269014411,0.21779097309855888
cpbsd_instance_001_N5_K50_normal_rho-0.5_none_hvlm,normal,-0.5,none,hvlm,20343306,OK,,1.254118229765443,1.0606263455428735,0.8457147981504438,0.15428520184955619
cpbsd_instance_001_N5_K50_normal_rho-0.5_none_zero,normal,-0.5,none,zero,20341306,OK,,3.972657855125847,3.50284517459301,0.8817384487499607,0.11826155125003934
cpbsd_instance_001_N5_K50_normal_rho-0.5_partial_hvhm,normal,-0.5,partial,hvhm,20345306,OK,,1.688034272078815,1.5269296660912812,0.904560820445231,0.095439179554769
cpbsd_instance_001_N5_K50_normal_rho-0.5_partial_hvlm,normal,-0.5,partial,hvlm,20346306,OK,,1.920194299836379,1.7115874470345585,0.8913615914704068,0.10863840852959317
cpbsd_instance_001_N5_K50_normal_rho-0.5_partial_zero,normal,-0.5,partial,zero,20344306,OK,,15.686239750099658,14.093417698574552,0.8984573692037962,0.10154263079620385
cpbsd_instance_001_N5_K50_normal_rho0.0_full_hvhm,normal,0.0,full,hvhm,20357306,OK,,1.6255228203353775,1.1606232170813797,0.7139999528532734,0.28600004714672655
cpbsd_instance_001_N5_K50_normal_rho0.0_full_hvlm,normal,0.0,full,hvlm,20358306,OK,,1.1377638580746572,0.9616945538235464,0.8452496948276612,0.1547503051723388
cpbsd_instance_001_N5_K50_normal_rho0.0_full_zero,normal,0.0,full,zero,20356306,OK,,25.658890004922895,23.624837557306748,0.9207271847213229,0.07927281527867713
cpbsd_instance_001_N5_K50_normal_rho0.0_none_hvhm,normal,0.0,none,hvhm,20351306,OK,,1.2150653577171835,0.6893935920747616,0.567371613136899,0.432628386863101
cpbsd_instance_001_N5_K50_normal_rho0.0_none_hvlm,normal,0.0,none,hvlm,20352306,OK,,1.3113784591328597,0.9426468464387202,0.7188213592146688,0.28117864078533117
cpbsd_instance_001_N5_K50_normal_rho0.0_none_zero,normal,0.0,none,zero,20350306,OK,,3.5775059854027966,3.0844433675299956,0.8621769970799122,0.13782300292008776
cpbsd_instance_001_N5_K50_normal_rho0.0_partial_hvhm,normal,0.0,partial,hvhm,20354306,OK,,1.8939008669657402,1.2568802108904813,0.6636462514028817,0.3363537485971183
cpbsd_instance_001_N5_K50_normal_rho0.0_partial_hvlm,normal,0.0,partial,hvlm,20355306,OK,,1.908222388938646,1.4509043712818934,0.7603434377944213,0.23965656220557874
cpbsd_instance_001_N5_K50_normal_rho0.0_partial_zero,normal,0.0,partial,zero,20353306,OK,,15.413719142366006,13.9575049917873,0.9055248031232015,0.0944751968767985
cpbsd_instance_001_N5_K50_normal_rho0.5_full_hvhm,normal,0.5,full,hvhm,20366306,OK,,1.3953491696635008,1.0623826943156973,0.7613740828554756,0.2386259171445244
cpbsd_instance_001_N5_K50_normal_rho0.5_full_hvlm,normal,0.5,full,hvlm,20367306,OK,,1.2699645651711748,0.8397170607255435,0.6612129847988006,0.33878701520119936
cpbsd_instance_001_N5_K50_normal_rho0.5_full_zero,normal,0.5,full,zero,20365306,OK,,24.905171586461314,21.95354640331258,0.8814854508068009,0.11851454919319915
cpbsd_instance_001_N5_K50_normal_rho0.5_none_hvhm,normal,0.5,none,hvhm,20360306,OK,,0.9968149345107992,0.672046503683068,0.6741938552645022,0.32580614473549785
cpbsd_instance_001_N5_K50_normal_rho0.5_none_hvlm,normal,0.5,none,hvlm,20361306,OK,,1.1887016722148869,0.754970522943599,0.6351219490899477,0.3648780509100523
cpbsd_instance_001_N5_K50_normal_rho0.5_none_zero,normal,0.5,none,zero,20359306,OK,,3.22724491161766,2.8620849982930343,0.8868508826181436,0.1131491173818564
cpbsd_instance_001_N5_K50_normal_rho0.5_partial_hvhm,normal,0.5,partial,hvhm,20363306,OK,,1.8441854491902743,1.1706436516338086,0.6347754517571986,0.3652245482428014
cpbsd_instance_001_N5_K50_normal_rho0.5_partial_hvlm,normal,0.5,partial,hvlm,20364306,OK,,1.6840109712845794,1.3344053326176153,0.7923970540404012,0.20760294595959883
cpbsd_instance_001_N5_K50_normal_rho0.5_partial_zero,normal,0.5,partial,zero,20362306,OK,,14.450688539990518,13.056712621932443,0.9035356748434223,0.09646432515657766
cpbsd_instance_001_N5_K50_uniform_rho-0.5_full_hvhm,uniform,-0.5,full,hvhm,20375306,OK,,1.8258978684434788,1.2877866835969447,0.7052895486946062,0.29471045130539375
cpbsd_instance_001_N5_K50_uniform_rho-0.5_full_hvlm,uniform,-0.5,full,hvlm,20376306,OK,,1.3365762099866114,1.075807989559544,0.8048983526126957,0.1951016473873043
cpbsd_instance_001_N5_K50_uniform_rho-0.5_full_zero,uniform,-0.5,full,zero,20374306,OK,,25.900730397873755,23.90895544813781,0.9230996609308186,0.07690033906918137
cpbsd_instance_001_N5_K50_uniform_rho-0.5_none_hvhm,uniform,-0.5,none,hvhm,20369306,OK,,1.3750777758500439,0.9710518669195246,0.706179595055444,0.29382040494455597
cpbsd_instance_001_N5_K50_uniform_rho-0.5_none_hvlm,uniform,-0.5,none,hvlm,20370306,OK,,1.3546732268749924,1.1793649708318794,0.8705900046112817,0.12940999538871834
cpbsd_instance_001_N5_K50_uniform_rho-0.5_none_zero,uniform,-0.5,none,zero,20368306,OK,,3.9870250987741773,3.3636262968926407,0.8436431207635983,0.15635687923640174
cpbsd_instance_001_N5_K50_uniform_rho-0.5_partial_hvhm,uniform,-0.5,partial,hvhm,20372306,OK,,1.9064957606419894,1.4380224845532963,0.7542752070264555,0.24572479297354455
cpbsd_instance_001_N5_K50_uniform_rho-0.5_partial_hvlm,uniform,-0.5,partial,hvlm,20373306,OK,,2.2052676290759354,1.5915815175514667,0.721718079278378,0.27828192072162194
cpbsd_instance_001_N5_K50_uniform_rho-0.5_partial_zero,uniform,-0.5,partial,zero,20371306,OK,,15.109571107033577,14.14980042043523,0.9364792898620683,0.0635207101379317
cpbsd_instance_001_N5_K50_uniform_rho0.0_full_hvhm,uniform,0.0,full,hvhm,20384306,OK,,2.1574803028291045,1.2418254869814178,0.5755906486622435,0.4244093513377565
cpbsd_instance_001_N5_K50_uniform_rho0.0_full_hvlm,uniform,0.0,full,hvlm,20385306,OK,,1.2627896980344062,0.989414383566104,0.7835147729714423,0.21648522702855766
cpbsd_instance_001_N5_K50_uniform_rho0.0_full_zero,uniform,0.0,full,zero,20383306,OK,,25.068742371938306,23.02885824082818,0.9186283818771238,0.08137161812287619
cpbsd_instance_001_N5_K50_uniform_rho0.0_none_hvhm,uniform,0.0,none,hvhm,20378306,OK,,1.4190872411298612,0.8774079933094212,0.6182903826341494,0.38170961736585063
cpbsd_instance_001_N5_K50_uniform_rho0.0_none_hvlm,uniform,0.0,none,hvlm,20379306,OK,,1.5913017168502859,0.9171762697742539,0.5763685541605837,0.42363144583941625
cpbsd_instance_001_N5_K50_uniform_rho0.0_none_zero,uniform,0.0,none,zero,20377306,OK,,3.6208733540832014,2.7795604895796036,0.767649187852742,0.23235081214725795
cpbsd_instance_001_N5_K50_uniform_rho0.0_partial_hvhm,uniform,0.0,partial,hvhm,20381306,OK,,1.82458914227937,1.367562168462091,0.7495178705018832,0.25048212949811677
cpbsd_instance_001_N5_K50_uniform_rho0.0_partial_hvlm,uniform,0.0,partial,hvlm,20382306,OK,,2.2506875526952435,1.2842267695123375,0.5705930918640618,0.4294069081359382
cpbsd_instance_001_N5_K50_uniform_rho0.0_partial_zero,uniform,0.0,partial,zero,20380306,OK,,14.15058346799554,13.572759660338916,0.9591660789844113,0.04083392101558869
cpbsd_instance_001_N5_K50_uniform_rho0.5_full_hvhm,uniform,0.5,full,hvhm,20393306,OK,,2.140210250429526,1.1355329231416398,0.5305707338396991,0.4694292661603009
cpbsd_instance_001_N5_K50_uniform_rho0.5_full_hvlm,uniform,0.5,full,hvlm,20394306,OK,,1.2508456670700734,0.9867127780576495,0.7888365479722872,0.2111634520277128
cpbsd_instance_001_N5_K50_uniform_rho0.5_full_zero,uniform,0.5,full,zero,20392306,OK,,23.46605155353692,22.761444591230497,0.9699733480641645,0.030026651935835535
cpbsd_instance_001_N5_K50_uniform_rho0.5_none_hvhm,uniform,0.5,none,hvhm,20387306,OK,,1.449690123915891,0.8436654307470668,0.5819625979572549,0.4180374020427451
cpbsd_instance_001_N5_K50_uniform_rho0.5_none_hvlm,uniform,0.5,none,hvlm,20388306,OK,,1.18429765392746,0.9880429850074653,0.8342860274449083,0.16571397255509168
cpbsd_instance_001_N5_K50_uniform_rho0.5_none_zero,uniform,0.5,none,zero,20386306,OK,,3.317655581419927,2.6435219682561826,0.7968042201429416,0.2031957798570584
cpbsd_instance_001_N5_K50_uniform_rho0.5_partial_hvhm,uniform,0.5,partial,hvhm,20390306,OK,,1.7934997471134477,1.2651658807332054,0.7054173733614568,0.2945826266385432
cpbsd_instance_001_N5_K50_uniform_rho0.5_partial_hvlm,uniform,0.5,partial,hvlm,20391306,OK,,1.8775878291443953,1.3731036224850786,0.7313125922374524,0.2686874077625476
cpbsd_instance_001_N5_K50_uniform_rho0.5_partial_zero,uniform,0.5,partial,zero,20389306,OK,,14.014498777308829,12.423486165890514,0.8864738128205943,0.11352618717940566
cpbsd_instance_002_N5_K50_exponential_rho-0.5_full_hvhm,exponential,-0.5,full,hvhm,20267307,OK,,5.58859028946521,3.3239735801778996,0.5947785412796796,0.40522145872032045
cpbsd_instance_002_N5_K50_exponential_rho-0.5_full_hvlm,exponential,-0.5,full,hvlm,20268307,OK,,5.956522798268146,3.730806341326736,0.626339639363332,0.37366036063666797
cpbsd_instance_002_N5_K50_exponential_rho-0.5_full_zero,exponential,-0.5,full,zero,20266307,OK,,14.921030847087973,12.750786204101727,0.8545512930556137,0.14544870694438627
cpbsd_instance_002_N5_K50_exponential_rho-0.5_none_hvhm,exponential,-0.5,none,hvhm,20261307,OK,,1.352968567429373,0.7810798659116887,0.5773082130028584,0.4226917869971416
cpbsd_instance_002_N5_K50_exponential_rho-0.5_none_hvlm,exponential,-0.5,none,hvlm,20262307,OK,,1.386609689238696,0.9714435125170945,0.7005890122190446,0.29941098778095543
cpbsd_instance_002_N5_K50_exponential_rho-0.5_none_zero,exponential,-0.5,none,zero,20260307,OK,,3.0494757176275193,2.4195829723379556,0.7934422820131134,0.2065577179868866
cpbsd_instance_002_N5_K50_exponential_rho-0.5_partial_hvhm,exponential,-0.5,partial,hvhm,20264307,OK,,2.643877401744804,2.5011938554395696,0.9460324649656329,0.05396753503436713
cpbsd_instance_002_N5_K50_exponential_rho-0.5_partial_hvlm,exponential,-0.5,partial,hvlm,20265307,OK,,3.877095156152912,2.5502548498015623,0.6577746346396304,0.3422253653603696
cpbsd_instance_002_N5_K50_exponential_rho-0.5_partial_zero,exponential,-0.5,partial,zero,20263307,OK,,9.370571383158868,8.511747107170336,0.9083487824945188,0.09165121750548122
cpbsd_instance_002_N5_K50_exponential_rho0.0_full_hvhm,exponential,0.0,full,hvhm,20276307,OK,,6.502878169367232,3.842368043186166,0.5908719098085227,0.40912809019147733
cpbsd_instance_002_N5_K50_exponential_rho0.0_full_hvlm,exponential,0.0,full,hvlm,20277307,OK,,7.103917823686431,2.969235345616206,0.4179715220967158,0.5820284779032843
cpbsd_instance_002_N5_K50_exponential_rho0.0_full_zero,exponential,0.0,full,zero,20275307,OK,,16.462548644757838,12.392330454183956,0.7527589270407434,0.24724107295925657
cpbsd_instance_002_N5_K50_exponential_rho0.0_none_hvhm,exponential,0.0,none,hvhm,20270307,OK,,1.4628126015319838,0.8119610800351321,0.5550684203737214,0.4449315796262786
cpbsd_instance_002_N5_K50_exponential_rho0.0_none_hvlm,exponential,0.0,none,hvlm,20271307,OK,,1.4818984392348966,0.8764517802072893,0.5914384933557261,0.40856150664427393
cpbsd_instance_002_N5_K50_exponential_rho0.0_none_zero,exponential,0.0,none,zero,20269307,OK,,3.2599987850217587,1.9821155034797302,0.6080111172392663,0.39198888276073374
cpbsd_instance_002_N5_K50_exponential_rho0.0_partial_hvhm,exponential,0.0,partial,hvhm,20273307,OK,,3.5388890898726926,2.8068586635733612,0.7931468300619545,0.20685316993804548
