bundle_id,bundle_binary,bundle_size,selected_segment_count,selected_customer_weight,avg_price,instance_count,customer_share,cumulative_customer_share
862,1101011110,7,7,0.002900,2.113758,7,0.002900,0.452106
859,1101011011,7,8,0.002844,2.018280,7,0.002844,0.454950
986,1111011010,7,8,0.002805,2.048907,8,0.002805,0.457755
1020,1111111100,8,10,0.002799,2.163463,10,0.002799,0.460554
743,1011100111,7,9,0.002794,2.117648,9,0.002794,0.463348
239,0011101111,7,8,0.002778,2.051281,8,0.002778,0.466126
439,0110110111,7,8,0.002689,2.108089,8,0.002689,0.468815
965,1111000101,6,7,0.002675,1.910752,7,0.002675,0.471489
382,0101111110,7,9,0.002660,2.053138,9,0.002660,0.474149
573,1000111101,6,6,0.002565,1.867522,5,0.002565,0.476714
823,1100110111,7,7,0.002531,2.079272,7,0.002531,0.479245
757,1011110101,7,7,0.002477,2.104176,6,0.002477,0.481722
505,0111111001,7,7,0.002463,2.031873,7,0.002463,0.484185
631,1001110111,7,6,0.002449,2.085560,6,0.002449,0.486634
869,1101100101,6,5,0.002371,1.946244,5,0.002371,0.489005
750,1011101110,7,6,0.002336,2.139587,6,0.002336,0.491340
998,1111100110,7,6,0.002333,2.102556,6,0.002333,0.493673
760,1011111000,6,5,0.002308,1.914327,4,0.002308,0.495981
727,1011010111,7,5,0.002299,2.084752,5,0.002299,0.498280
250,0011111010,6,6,0.002298,1.938840,5,0.002298,0.500579
471,0111010111,7,6,0.002294,2.101132,6,0.002294,0.502873
889,1101111001,7,5,0.002291,2.098090,5,0.002291,0.505165
1001,1111101001,7,8,0.002276,2.023872,8,0.002276,0.507441
830,1100111110,7,7,0.002258,2.053753,7,0.002258,0.509699
886,1101110110,7,7,0.002247,2.024452,6,0.002247,0.511946
819,1100110011,6,7,0.002240,1.916381,7,0.002240,0.514186
762,1011111010,7,7,0.002240,2.106358,7,0.002240,0.516425
189,0010111101,6,5,0.002235,1.902411,5,0.002235,0.518660
247,0011110111,7,9,0.002207,2.120084,8,0.002207,0.520867
1004,1111101100,7,7,0.002204,2.068164,7,0.002204,0.523072
475,0111011011,7,8,0.002203,2.070558,8,0.002203,0.525275
877,1101101101,7,4,0.002195,2.084335,4,0.002195,0.527470
1016,1111111000,7,8,0.002194,2.042168,8,0.002194,0.529664
499,0111110011,7,5,0.002172,2.077615,5,0.002172,0.531835
483,0111100011,6,6,0.002162,1.894880,5,0.002162,0.533997
502,0111110110,7,5,0.002155,2.041393,5,0.002155,0.536152
979,1111010011,7,5,0.002154,2.089866,5,0.002154,0.538307
871,1101100111,7,7,0.002150,2.061168,6,0.002150,0.540457
253,0011111101,7,7,0.002140,2.058762,7,0.002140,0.542597
123,0001111011,6,5,0.002114,1.903699,5,0.002114,0.544711
972,1111001100,6,5,0.002103,1.894314,5,0.002103,0.546814
950,1110110110,7,6,0.002089,2.067869,6,0.002089,0.548903
1002,1111101010,7,7,0.002081,2.096478,7,0.002081,0.550985
854,1101010110,6,7,0.002073,1.913693,6,0.002073,0.553058
733,1011011101,7,6,0.002054,2.127218,5,0.002054,0.555112
351,0101011111,7,8,0.002041,2.024704,8,0.002041,0.557153
956,1110111100,7,6,0.002039,2.035683,6,0.002039,0.559192
1009,1111110001,7,10,0.002030,2.034475,10,0.002030,0.561221
847,1101001111,7,6,0.001989,2.052363,6,0.001989,0.563210
702,1010111110,7,8,0.001983,2.049770,8,0.001983,0.565193
593,1001010001,4,4,0.001979,1.606254,4,0.001979,0.567172
443,0110111011,7,7,0.001963,2.065054,7,0.001963,0.569135
251,0011111011,7,5,0.001959,2.031893,5,0.001959,0.571094
303,0100101111,6,4,0.001956,1.988658,4,0.001956,0.573050
489,0111101001,6,6,0.001903,1.914699,5,0.001903,0.574953
911,1110001111,7,7,0.001899,2.048812,7,0.001899,0.576853
755,1011110011,7,6,0.001892,2.046717,6,0.001892,0.578745
815,1100101111,7,7,0.001890,2.068265,7,0.001890,0.580635
467,0111010011,6,4,0.001879,1.895750,4,0.001879,0.582513
366,0101101110,6,5,0.001874,1.914658,5,0.001874,0.584387
813,1100101101,6,4,0.001870,1.927338,4,0.001870,0.586257
890,1101111010,7,6,0.001859,2.131583,6,0.001859,0.588116
910,1110001110,6,4,0.001858,1.962005,4,0.001858,0.589974
567,1000110111,6,4,0.001838,1.962003,4,0.001838,0.591811
463,0111001111,7,5,0.001833,2.073612,5,0.001833,0.593644
921,1110011001,6,6,0.001825,1.958653,6,0.001825,0.595469
825,1100111001,6,4,0.001804,1.896706,4,0.001804,0.597273
227,0011100011,5,4,0.001796,1.821587,4,0.001796,0.599069
381,0101111101,7,7,0.001792,2.040817,6,0.001792,0.600860
977,1111010001,6,6,0.001786,1.874799,5,0.001786,0.602646
1012,1111110100,7,8,0.001759,2.011684,8,0.001759,0.604405
873,1101101001,6,7,0.001756,1.924846,7,0.001756,0.606161
888,1101111000,6,4,0.001749,1.888606,4,0.001749,0.607911
731,1011011011,7,6,0.001741,2.066761,6,0.001741,0.609652
717,1011001101,6,4,0.001728,1.952778,3,0.001728,0.611380
673,1010100001,4,4,0.001725,1.574556,4,0.001725,0.613106
85,0001010101,4,4,0.001721,1.556420,4,0.001721,0.614827
838,1101000110,5,4,0.001716,1.765898,3,0.001716,0.616543
937,1110101001,6,4,0.001714,1.972758,4,0.001714,0.618257
630,1001110110,6,4,0.001706,1.966781,4,0.001706,0.619962
973,1111001101,7,6,0.001691,2.027820,6,0.001691,0.621653
446,0110111110,7,8,0.001688,1.996453,6,0.001688,0.623342
855,1101010111,7,6,0.001687,2.003415,6,0.001687,0.625029
974,1111001110,7,5,0.001669,2.038978,4,0.001669,0.626697
997,1111100101,7,4,0.001648,2.019994,4,0.001648,0.628345
127,0001111111,7,5,0.001635,2.068062,5,0.001635,0.629981
341,0101010101,5,6,0.001616,1.847252,6,0.001616,0.631596
875,1101101011,7,4,0.001612,2.057082,4,0.001612,0.633208
310,0100110110,5,4,0.001603,1.770932,4,0.001603,0.634811
477,0111011101,7,7,0.001602,2.107488,7,0.001602,0.636413
637,1001111101,7,8,0.001598,2.109369,8,0.001598,0.638011
917,1110010101,6,4,0.001597,1.845567,4,0.001597,0.639608
152,0010011000,3,3,0.001595,1.311919,3,0.001595,0.641204
761,1011111001,7,5,0.001588,2.081728,5,0.001588,0.642791
918,1110010110,6,5,0.001582,1.947176,5,0.001582,0.644374
465,0111010001,5,4,0.001568,1.809258,4,0.001568,0.645941
749,1011101101,7,4,0.001563,2.078333,4,0.001563,0.647504
985,1111011001,7,6,0.001563,2.061323,6,0.001563,0.649067
319,0100111111,7,7,0.001559,1.989335,7,0.001559,0.650627
919,1110010111,7,4,0.001529,2.082022,4,0.001529,0.652156
945,1110110001,6,6,0.001527,1.801828,5,0.001527,0.653682
623,1001101111,7,6,0.001524,2.061971,5,0.001524,0.655206
695,1010110111,7,5,0.001518,2.096370,5,0.001518,0.656724
442,0110111010,6,4,0.001509,1.931533,4,0.001509,0.658234
685,1010101101,6,3,0.001508,1.879823,3,0.001508,0.659742
839,1101000111,6,3,0.001504,1.981948,3,0.001504,0.661246
946,1110110010,6,3,0.001492,1.937521,3,0.001492,0.662737
377,0101111001,6,3,0.001476,1.989396,3,0.001476,0.664214
870,1101100110,6,4,0.001470,1.933322,4,0.001470,0.665684
699,1010111011,7,5,0.001467,2.084373,5,0.001467,0.667151
431,0110101111,7,4,0.001464,2.046914,4,0.001464,0.668616
466,0111010010,5,3,0.001463,1.808669,3,0.001463,0.670079
764,1011111100,7,5,0.001460,2.034051,5,0.001460,0.671539
462,0111001110,6,4,0.001457,1.890243,4,0.001457,0.672996
607,1001011111,7,5,0.001456,2.008331,5,0.001456,0.674452
969,1111001001,6,5,0.001455,1.902345,5,0.001455,0.675907
747,1011101011,7,5,0.001450,1.982373,4,0.001450,0.677357
701,1010111101,7,4,0.001439,2.080284,4,0.001439,0.678796
615,1001100111,6,3,0.001433,1.942287,3,0.001433,0.680229
223,0011011111,7,6,0.001427,2.077927,6,0.001427,0.681656
565,1000110101,5,4,0.001425,1.681692,4,0.001425,0.683082
57,0000111001,4,3,0.001419,1.580918,3,0.001419,0.684501
504,0111111000,6,4,0.001406,1.849223,4,0.001406,0.685907
726,1011010110,6,3,0.001405,1.996814,3,0.001405,0.687312
95,0001011111,6,3,0.001404,1.999865,3,0.001404,0.688716
953,1110111001,7,6,0.001396,2.003676,6,0.001396,0.690112
589,1001001101,5,3,0.001394,1.812772,3,0.001394,0.691507
988,1111011100,7,5,0.001385,2.146632,5,0.001385,0.692891
705,1011000001,4,5,0.001373,1.591426,4,0.001373,0.694265
666,1010011010,5,3,0.001370,1.795150,3,0.001370,0.695635
723,1011010011,6,3,0.001369,1.927276,3,0.001369,0.697004
881,1101110001,6,5,0.001362,1.893495,4,0.001362,0.698366
476,0111011100,6,3,0.001344,1.988151,3,0.001344,0.699710
971,1111001011,7,5,0.001343,2.068792,5,0.001343,0.701053
183,0010110111,6,4,0.001338,1.904690,4,0.001338,0.702390
243,0011110011,6,4,0.001336,1.930258,4,0.001336,0.703726
671,1010011111,7,4,0.001336,2.103122,4,0.001336,0.705062
853,1101010101,6,4,0.001329,1.908679,4,0.001329,0.706391
179,0010110011,5,3,0.001316,1.767340,3,0.001316,0.707707
469,0111010101,6,3,0.001308,1.885445,3,0.001308,0.709016
707,1011000011,5,3,0.001304,1.753387,3,0.001304,0.710320
221,0011011101,6,4,0.001300,1.945015,4,0.001300,0.711620
380,0101111100,6,4,0.001296,2.010834,4,0.001296,0.712916
107,0001101011,5,2,0.001293,1.752908,2,0.001293,0.714209
436,0110110100,5,3,0.001289,1.745185,3,0.001289,0.715498
173,0010101101,5,2,0.001281,1.816746,2,0.001281,0.716779
907,1110001011,6,2,0.001261,2.024699,2,0.001261,0.718040
811,1100101011,6,3,0.001256,2.040526,3,0.001256,0.719296
252,0011111100,6,2,0.001256,1.900064,2,0.001256,0.720552
775,1100000111,5,3,0.001255,1.855830,3,0.001255,0.721808
445,0110111101,7,4,0.001252,2.056346,4,0.001252,0.723060
769,1100000001,3,2,0.001243,1.449715,2,0.001243,0.724302
835,1101000011,5,3,0.001239,1.674202,2,0.001239,0.725541
935,1110100111,7,3,0.001236,2.098658,3,0.001236,0.726777
753,1011110001,6,5,0.001232,1.902705,5,0.001232,0.728009
438,0110110110,6,3,0.001226,1.949713,3,0.001226,0.729235
617,1001101001,5,3,0.001224,1.705273,3,0.001224,0.730459
789,1100010101,5,4,0.001222,1.815239,4,0.001222,0.731681
219,0011011011,6,3,0.001221,1.926136,3,0.001221,0.732902
413,0110011101,6,3,0.001213,1.892368,3,0.001213,0.734115
932,1110100100,5,2,0.001207,1.757640,2,0.001207,0.735322
967,1111000111,7,4,0.001202,2.068021,4,0.001202,0.736524
212,0011010100,4,3,0.001192,1.667062,3,0.001192,0.737716
508,0111111100,7,5,0.001192,2.052169,5,0.001192,0.738908
367,0101101111,7,4,0.001187,1.983424,4,0.001187,0.740095
1008,1111110000,6,5,0.001183,1.933222,5,0.001183,0.741278
675,1010100011,5,4,0.001180,1.777061,4,0.001180,0.742457
494,0111101110,7,4,0.001177,2.081343,4,0.001177,0.743634
734,1011011110,7,3,0.001177,2.037665,3,0.001177,0.744811
39,0000100111,4,3,0.001165,1.583246,3,0.001165,0.745976
491,0111101011,7,4,0.001164,2.035235,4,0.001164,0.747140
805,1100100101,5,2,0.001158,1.625787,2,0.001158,0.748298
26,0000011010,3,2,0.001157,1.339400,2,0.001157,0.749454
906,1110001010,5,2,0.001146,1.740902,2,0.001146,0.750600
284,0100011100,4,3,0.001144,1.544298,3,0.001144,0.751744
132,0010000100,2,4,0.001142,1.195859,4,0.001142,0.752886
444,0110111100,6,3,0.001141,1.901518,3,0.001141,0.754026
882,1101110010,6,4,0.001138,1.739458,3,0.001138,0.755165
435,0110110011,6,3,0.001133,1.931805,3,0.001133,0.756297
756,1011110100,6,4,0.001132,1.936003,4,0.001132,0.757430
110,0001101110,5,4,0.001130,1.728525,4,0.001130,0.758560
256,0100000000,1,3,0.001127,0.897002,3,0.001127,0.759687
842,1101001010,5,2,0.001124,1.663843,2,0.001124,0.760811
478,0111011110,7,2,0.001119,1.944059,2,0.001119,0.761930
430,0110101110,6,4,0.001115,1.970095,4,0.001115,0.763045
16,0000010000,1,2,0.001099,0.740205,2,0.001099,0.764143
802,1100100010,4,3,0.001097,1.593384,3,0.001097,0.765240
359,0101100111,6,2,0.001096,1.924703,2,0.001096,0.766336
797,1100011101,6,3,0.001086,2.020848,3,0.001086,0.767421
190,0010111110,6,3,0.001079,1.958868,3,0.001079,0.768500
356,0101100100,4,3,0.001073,1.547022,3,0.001073,0.769573
744,1011101000,5,2,0.001066,1.790269,2,0.001066,0.770639
785,1100010001,4,3,0.001059,1.532638,3,0.001059,0.771698
591,1001001111,6,3,0.001057,2.021660,3,0.001057,0.772755
633,1001111001,6,2,0.001053,1.910779,2,0.001053,0.773809
745,1011101001,6,3,0.001052,1.958493,3,0.001052,0.774860
488,0111101000,5,4,0.001042,1.810667,3,0.001042,0.775902
801,1100100001,4,2,0.001029,1.563811,2,0.001029,0.776931
485,0111100101,6,4,0.001023,1.974771,3,0.001023,0.777954
542,1000011110,5,4,0.001013,1.780592,4,0.001013,0.778967
262,0100000110,3,3,0.001012,1.359373,2,0.001012,0.779979
892,1101111100,7,4,0.001009,2.064560,4,0.001009,0.780988
700,1010111100,6,2,0.001009,1.838256,2,0.001009,0.781997
996,1111100100,6,3,0.001009,1.879864,3,0.001009,0.783007
273,0100010001,3,2,0.001008,1.304006,2,0.001008,0.784014
861,1101011101,7,3,0.001005,2.123006,3,0.001005,0.785020
287,0100011111,6,3,0.001001,1.856476,3,0.001001,0.786021
575,1000111111,7,3,0.000998,2.084748,3,0.000998,0.787019
60,0000111100,4,2,0.000995,1.609040,2,0.000995,0.788014
844,1101001100,5,2,0.000995,1.762140,2,0.000995,0.789009
369,0101110001,5,3,0.000988,1.764799,3,0.000988,0.789996
644,1010000100,3,2,0.000987,1.436375,2,0.000987,0.790984
490,0111101010,6,2,0.000986,1.930571,2,0.000986,0.791970
187,0010111011,6,3,0.000986,1.879171,3,0.000986,0.792956
626,1001110010,5,3,0.000980,1.823923,3,0.000980,0.793936
295,0100100111,5,2,0.000975,1.718173,2,0.000975,0.794911
926,1110011110,7,4,0.000975,2.129238,4,0.000975,0.795886
876,1101101100,6,4,0.000969,1.890257,4,0.000969,0.796854
308,0100110100,4,2,0.000967,1.529058,2,0.000967,0.797822
144,0010010000,2,4,0.000967,1.107891,3,0.000967,0.798789
497,0111110001,6,4,0.000956,1.903852,3,0.000956,0.799745
246,0011110110,6,3,0.000954,1.898538,3,0.000954,0.800699
704,1011000000,3,2,0.000952,1.417763,2,0.000952,0.801650
429,0110101101,6,2,0.000946,1.991592,2,0.000946,0.802597
752,1011110000,5,4,0.000945,1.803688,4,0.000945,0.803541
500,0111110100,6,3,0.000939,1.935007,3,0.000939,0.804480
605,1001011101,6,2,0.000932,1.924690,2,0.000932,0.805412
355,0101100011,5,3,0.000928,1.729978,3,0.000928,0.806340
125,0001111101,6,3,0.000926,1.839289,3,0.000926,0.807267
828,1100111100,6,2,0.000925,1.979272,2,0.000925,0.808192
829,1100111101,7,3,0.000924,2.082840,3,0.000924,0.809115
423,0110100111,6,4,0.000920,1.909677,2,0.000920,0.810035
65,0001000001,2,2,0.000919,1.059773,2,0.000919,0.810955
980,1111010100,6,2,0.000918,2.032512,2,0.000918,0.811872
970,1111001010,6,3,0.000918,1.950232,3,0.000918,0.812790
711,1011000111,6,2,0.000893,1.956302,2,0.000893,0.813683
411,0110011011,6,3,0.000884,1.914681,3,0.000884,0.814567
561,1000110001,4,3,0.000884,1.572805,2,0.000884,0.815451
600,1001011000,4,2,0.000881,1.633104,2,0.000881,0.816332
994,1111100010,6,2,0.000878,1.888328,2,0.000878,0.817210
719,1011001111,7,3,0.000877,2.113215,3,0.000877,0.818087
954,1110111010,7,2,0.000875,1.998651,2,0.000875,0.818962
993,1111100001,6,3,0.000872,1.985667,3,0.000872,0.819834
697,1010111001,6,3,0.000870,1.933512,3,0.000870,0.820705
206,0011001110,5,2,0.000866,1.780379,2,0.000866,0.821570
729,1011011001,6,3,0.000865,1.983758,3,0.000865,0.822436
237,0011101101,6,2,0.000864,1.966902,2,0.000864,0.823300
651,1010001011,5,2,0.000864,1.714287,2,0.000864,0.824164
231,0011100111,6,2,0.000851,1.869790,2,0.000851,0.825015
318,0100111110,6,3,0.000846,1.949323,3,0.000846,0.825861
376,0101111000,5,2,0.000846,1.848172,2,0.000846,0.826708
131,0010000011,3,2,0.000839,1.400365,2,0.000839,0.827547
521,1000001001,3,3,0.000829,1.349332,2,0.000829,0.828376
848,1101010000,4,3,0.000827,1.557893,2,0.000827,0.829203
441,0110111001,6,3,0.000823,1.912048,3,0.000823,0.830026
398,0110001110,5,2,0.000818,1.758222,2,0.000818,0.830844
543,1000011111,6,3,0.000818,1.884781,3,0.000818,0.831662
313,0100111001,5,4,0.000811,1.742533,4,0.000811,0.832473
249,0011111001,6,3,0.000803,1.895741,3,0.000803,0.833276
843,1101001011,6,2,0.000799,1.851573,2,0.000799,0.834075
748,1011101100,6,2,0.000797,1.919772,2,0.000797,0.834873
370,0101110010,5,2,0.000795,1.721414,2,0.000795,0.835667
638,1001111110,7,2,0.000790,2.009859,2,0.000790,0.836458
76,0001001100,3,3,0.000785,1.424870,3,0.000785,0.837243
698,1010111010,6,3,0.000785,1.889942,3,0.000785,0.838027
669,1010011101,6,3,0.000784,1.899550,3,0.000784,0.838812
868,1101100100,5,2,0.000784,1.628677,2,0.000784,0.839596
995,1111100011,7,2,0.000781,2.016102,2,0.000781,0.840376
486,0111100110,6,3,0.000761,1.919624,3,0.000761,0.841137
492,0111101100,6,2,0.000750,1.979775,2,0.000750,0.841887
934,1110100110,6,2,0.000745,1.974071,2,0.000745,0.842632
449,0111000001,4,2,0.000745,1.477884,2,0.000745,0.843377
689,1010110001,5,2,0.000737,1.802714,2,0.000737,0.844114
459,0111001011,6,2,0.000735,1.971292,2,0.000735,0.844849
512,1000000000,1,2,0.000729,0.814035,2,0.000729,0.845578
434,0110110010,5,3,0.000725,1.787701,3,0.000725,0.846303
10,0000001010,2,2,0.000724,1.128129,2,0.000724,0.847027
334,0101001110,5,2,0.000723,1.744156,2,0.000723,0.847750
621,1001101101,6,2,0.000722,2.049839,2,0.000722,0.848472
228,0011100100,4,1,0.000720,1.661624,1,0.000720,0.849192
622,1001101110,6,2,0.000719,1.955164,2,0.000719,0.849911
345,0101011001,5,2,0.000718,1.807826,2,0.000718,0.850629
691,1010110011,6,2,0.000714,1.921028,2,0.000714,0.851343
225,0011100001,4,2,0.000712,1.490596,2,0.000712,0.852054
725,1011010101,6,2,0.000702,1.945599,2,0.000702,0.852757
363,0101101011,6,2,0.000702,1.954340,2,0.000702,0.853459
371,0101110011,6,3,0.000697,1.943635,3,0.000697,0.854155
526,1000001110,4,2,0.000696,1.586524,2,0.000696,0.854851
903,1110000111,6,2,0.000696,2.011771,2,0.000696,0.855547
963,1111000011,6,3,0.000693,1.900085,3,0.000693,0.856240
482,0111100010,5,1,0.000691,1.730291,1,0.000691,0.856930
301,0100101101,5,1,0.000689,1.773712,1,0.000689,0.857619
758,1011110110,7,3,0.000683,2.051271,3,0.000683,0.858303
867,1101100011,6,2,0.000683,1.954034,2,0.000683,0.858986
845,1101001101,6,2,0.000683,2.062959,2,0.000683,0.859668
154,0010011010,4,2,0.000682,1.640567,2,0.000682,0.860351
362,0101101010,5,2,0.000680,1.782822,2,0.000680,0.861031
30,0000011110,4,1,0.000680,1.519826,1,0.000680,0.861711
18,0000010010,2,2,0.000678,1.108602,2,0.000678,0.862389
242,0011110010,5,2,0.000678,1.785765,2,0.000678,0.863067
169,0010101001,4,2,0.000676,1.716256,2,0.000676,0.863743
624,1001110000,4,3,0.000675,1.458221,1,0.000675,0.864418
662,1010010110,5,2,0.000675,1.719449,2,0.000675,0.865093
272,0100010000,2,2,0.000672,1.085702,2,0.000672,0.865765
105,0001101001,4,2,0.000671,1.627206,2,0.000671,0.866436
357,0101100101,5,1,0.000669,1.758671,1,0.000669,0.867105
688,1010110000,4,1,0.000668,1.685790,1,0.000668,0.867773
923,1110011011,7,3,0.000666,2.014911,3,0.000666,0.868439
732,1011011100,6,3,0.000664,1.914950,3,0.000664,0.869103
238,0011101110,6,2,0.000664,1.869380,2,0.000664,0.869767
598,1001010110,5,2,0.000662,1.752751,2,0.000662,0.870428
399,0110001111,6,2,0.000658,2.012569,2,0.000658,0.871087
611,1001100011,5,1,0.000658,1.726088,1,0.000658,0.871745
922,1110011010,6,2,0.000658,1.921058,2,0.000658,0.872403
283,0100011011,5,2,0.000657,1.836629,2,0.000657,0.873059
742,1011100110,6,2,0.000655,1.876036,2,0.000655,0.873715
948,1110110100,6,2,0.000655,1.930577,2,0.000655,0.874370
163,0010100011,4,1,0.000655,1.602385,1,0.000655,0.875025
833,1101000001,4,1,0.000654,1.555225,1,0.000654,0.875679
933,1110100101,6,3,0.000654,1.920993,3,0.000654,0.876333
473,0111011001,6,3,0.000653,1.981545,3,0.000653,0.876986
606,1001011110,6,1,0.000652,1.927594,1,0.000652,0.877637
354,0101100010,4,1,0.000646,1.501763,1,0.000646,0.878283
58,0000111010,4,1,0.000645,1.686991,1,0.000645,0.878928
846,1101001110,6,2,0.000645,1.863350,2,0.000645,0.879573
612,1001100100,4,2,0.000643,1.585269,2,0.000643,0.880216
952,1110111000,6,3,0.000643,1.908599,3,0.000643,0.880860
824,1100111000,5,2,0.000643,1.772952,2,0.000643,0.881502
374,0101110110,6,2,0.000640,1.875383,2,0.000640,0.882143
655,1010001111,6,2,0.000637,2.014693,2,0.000637,0.882780
213,0011010101,5,2,0.000635,1.607456,2,0.000635,0.883415
837,1101000101,5,4,0.000635,1.748123,4,0.000635,0.884049
199,0011000111,5,1,0.000632,1.793716,1,0.000632,0.884681
754,1011110010,6,3,0.000630,1.922412,2,0.000630,0.885311
865,1101100001,5,2,0.000626,1.746610,2,0.000626,0.885937
659,1010010011,5,1,0.000621,1.728181,1,0.000621,0.886558
496,0111110000,5,2,0.000619,1.729878,2,0.000619,0.887177
403,0110010011,5,1,0.000617,1.893462,1,0.000617,0.887794
158,0010011110,5,2,0.000614,1.712330,2,0.000614,0.888408
159,0010011111,6,2,0.000613,1.967022,2,0.000613,0.889021
860,1101011100,6,1,0.000613,1.820060,1,0.000613,0.889634
708,1011000100,4,2,0.000613,1.589300,2,0.000613,0.890247
942,1110101110,7,2,0.000610,2.101857,2,0.000610,0.890857
864,1101100000,4,1,0.000608,1.615657,1,0.000608,0.891466
215,0011010111,6,1,0.000607,2.126178,1,0.000607,0.892073
421,0110100101,5,2,0.000607,1.759589,2,0.000607,0.892680
