instance_path,split,index_in_split,filename
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_011_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,10,cpbsd_instance_011_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_012_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,11,cpbsd_instance_012_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_013_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,12,cpbsd_instance_013_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_014_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,13,cpbsd_instance_014_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_015_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,14,cpbsd_instance_015_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_016_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,15,cpbsd_instance_016_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_017_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,16,cpbsd_instance_017_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_018_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,17,cpbsd_instance_018_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_019_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,18,cpbsd_instance_019_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_020_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,19,cpbsd_instance_020_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_021_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,20,cpbsd_instance_021_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_022_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,21,cpbsd_instance_022_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_023_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,22,cpbsd_instance_023_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_024_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,23,cpbsd_instance_024_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_025_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,24,cpbsd_instance_025_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_026_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,25,cpbsd_instance_026_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_027_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,26,cpbsd_instance_027_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_028_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,27,cpbsd_instance_028_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_029_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,28,cpbsd_instance_029_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_030_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,29,cpbsd_instance_030_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_031_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,30,cpbsd_instance_031_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_032_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,31,cpbsd_instance_032_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_033_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,32,cpbsd_instance_033_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_034_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,33,cpbsd_instance_034_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_035_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,34,cpbsd_instance_035_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_036_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,35,cpbsd_instance_036_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_037_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,36,cpbsd_instance_037_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_038_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,37,cpbsd_instance_038_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_039_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,38,cpbsd_instance_039_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_040_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,39,cpbsd_instance_040_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_041_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,40,cpbsd_instance_041_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_042_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,41,cpbsd_instance_042_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_043_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,42,cpbsd_instance_043_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_044_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,43,cpbsd_instance_044_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_045_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,44,cpbsd_instance_045_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_046_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,45,cpbsd_instance_046_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_047_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,46,cpbsd_instance_047_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_048_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,47,cpbsd_instance_048_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_049_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,48,cpbsd_instance_049_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_050_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,49,cpbsd_instance_050_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_051_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,50,cpbsd_instance_051_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_052_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,51,cpbsd_instance_052_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_053_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,52,cpbsd_instance_053_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_054_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,53,cpbsd_instance_054_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_055_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,54,cpbsd_instance_055_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_056_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,55,cpbsd_instance_056_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_057_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,56,cpbsd_instance_057_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_058_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,57,cpbsd_instance_058_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_059_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,58,cpbsd_instance_059_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_060_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,59,cpbsd_instance_060_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_061_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,60,cpbsd_instance_061_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_062_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,61,cpbsd_instance_062_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_063_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,62,cpbsd_instance_063_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_064_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,63,cpbsd_instance_064_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_065_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,64,cpbsd_instance_065_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_066_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,65,cpbsd_instance_066_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_067_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,66,cpbsd_instance_067_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_068_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,67,cpbsd_instance_068_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_069_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,68,cpbsd_instance_069_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_070_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,69,cpbsd_instance_070_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_071_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,70,cpbsd_instance_071_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_072_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,71,cpbsd_instance_072_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_073_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,72,cpbsd_instance_073_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_074_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,73,cpbsd_instance_074_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_075_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,74,cpbsd_instance_075_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_076_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,75,cpbsd_instance_076_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_077_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,76,cpbsd_instance_077_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_078_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,77,cpbsd_instance_078_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_079_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,78,cpbsd_instance_079_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_080_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,79,cpbsd_instance_080_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_081_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,80,cpbsd_instance_081_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_082_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,81,cpbsd_instance_082_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_083_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,82,cpbsd_instance_083_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_084_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,83,cpbsd_instance_084_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_085_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,84,cpbsd_instance_085_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_086_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,85,cpbsd_instance_086_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_087_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,86,cpbsd_instance_087_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_088_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,87,cpbsd_instance_088_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_089_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,88,cpbsd_instance_089_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_090_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,89,cpbsd_instance_090_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_091_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,90,cpbsd_instance_091_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_092_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,91,cpbsd_instance_092_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_093_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,92,cpbsd_instance_093_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_094_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,93,cpbsd_instance_094_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_095_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,94,cpbsd_instance_095_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_096_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,95,cpbsd_instance_096_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_097_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,96,cpbsd_instance_097_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_098_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,97,cpbsd_instance_098_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_099_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,98,cpbsd_instance_099_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_100_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,99,cpbsd_instance_100_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_101_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,100,cpbsd_instance_101_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_102_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,101,cpbsd_instance_102_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_103_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,102,cpbsd_instance_103_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_104_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,103,cpbsd_instance_104_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_105_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,104,cpbsd_instance_105_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_106_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,105,cpbsd_instance_106_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_107_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,106,cpbsd_instance_107_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_108_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,107,cpbsd_instance_108_N5_K50_normal_rho0.0_full_random_corr.msgpack
/Users/sensen/.openclaw/workspace/domains/revenue-management/experiments/cpbsd_random_corr_n5/instances/cpbsd_instance_109_N5_K50_normal_rho0.0_full_random_corr.msgpack,train,108,cpbsd_instance_109_N5_K50_normal_rho0.0_full_random_corr.msgpack
